additional_loans,installment_rate,account_status,applicant_age,housing_status,dependents,residence_years,is_foreign,property_value,repayment_history,guarantor,loan_amount,marital_gender,savings_category,num_existing_loans,employment_term,has_phone,loan_purpose,occupation,loan_duration,target
b'none',4.0,b'no checking',30.0,b'for free',1.0,4.0,b'yes',b'no known property',b'critical/other existing credit',b'none',12680.0,b'male single',b'no known savings',1.0,b'>=7',b'yes',b'new car',b'high qualif/self emp/mgmt',21.0,b'bad'
b'none',4.0,b'no checking',27.0,b'own',1.0,3.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',2463.0,b'male mar/wid',b'100<=X<500',2.0,b'4<=X<7',b'yes',b'new car',b'skilled',24.0,b'good'
b'bank',3.0,b'0<=X<200',40.0,b'own',1.0,3.0,b'yes',b'real estate',b'existing paid',b'guarantor',1155.0,b'male mar/wid',b'<100',2.0,b'>=7',b'none',b'radio/tv',b'unskilled resident',12.0,b'good'
b'none',2.0,b'<0',31.0,b'own',1.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',3108.0,b'male div/sep',b'<100',1.0,b'<1',b'none',b'furniture/equipment',b'unskilled resident',30.0,b'bad'
b'none',1.0,b'no checking',31.0,b'rent',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',2901.0,b'female div/dep/mar',b'no known savings',1.0,b'<1',b'none',b'used car',b'skilled',10.0,b'good'
b'none',1.0,b'0<=X<200',28.0,b'rent',1.0,4.0,b'yes',b'car',b'critical/other existing credit',b'none',3617.0,b'male single',b'<100',3.0,b'>=7',b'yes',b'furniture/equipment',b'skilled',12.0,b'good'
b'none',2.0,b'no checking',63.0,b'own',1.0,4.0,b'yes',b'real estate',b'critical/other existing credit',b'none',1655.0,b'male single',b'<100',2.0,b'>=7',b'yes',b'radio/tv',b'unskilled resident',12.0,b'good'
b'none',2.0,b'<0',26.0,b'rent',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',2812.0,b'female div/dep/mar',b'no known savings',1.0,b'>=7',b'none',b'used car',b'skilled',24.0,b'good'
b'none',3.0,b'<0',25.0,b'own',1.0,2.0,b'yes',b'no known property',b'critical/other existing credit',b'none',8065.0,b'female div/dep/mar',b'<100',2.0,b'1<=X<4',b'yes',b'education',b'high qualif/self emp/mgmt',36.0,b'bad'
b'none',1.0,b'no checking',36.0,b'own',1.0,4.0,b'yes',b'car',b'critical/other existing credit',b'none',3275.0,b'male single',b'<100',1.0,b'>=7',b'yes',b'used car',b'high qualif/self emp/mgmt',21.0,b'good'
b'bank',4.0,b'no checking',52.0,b'own',1.0,4.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',2223.0,b'male single',b'100<=X<500',2.0,b'>=7',b'none',b'radio/tv',b'skilled',24.0,b'good'
b'bank',2.0,b'>=200',66.0,b'for free',1.0,4.0,b'yes',b'no known property',b'critical/other existing credit',b'none',1480.0,b'male single',b'500<=X<1000',3.0,b'unemployed',b'none',b'new car',b'unemp/unskilled non res',12.0,b'good'
b'none',4.0,b'<0',25.0,b'rent',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',1371.0,b'female div/dep/mar',b'no known savings',1.0,b'1<=X<4',b'none',b'new car',b'skilled',24.0,b'bad'
b'none',4.0,b'no checking',37.0,b'own',1.0,4.0,b'yes',b'car',b'critical/other existing credit',b'none',3535.0,b'male single',b'<100',2.0,b'4<=X<7',b'yes',b'new car',b'skilled',36.0,b'good'
b'none',4.0,b'<0',25.0,b'own',1.0,1.0,b'yes',b'real estate',b'existing paid',b'guarantor',3509.0,b'female div/dep/mar',b'<100',1.0,b'4<=X<7',b'none',b'radio/tv',b'skilled',18.0,b'good'
b'none',4.0,b'no checking',38.0,b'own',1.0,2.0,b'yes',b'car',b'critical/other existing credit',b'none',5711.0,b'male single',b'>=1000',2.0,b'>=7',b'yes',b'used car',b'high qualif/self emp/mgmt',36.0,b'good'
b'none',2.0,b'0<=X<200',67.0,b'own',1.0,4.0,b'yes',b'car',b'existing paid',b'none',3872.0,b'female div/dep/mar',b'<100',1.0,b'unemployed',b'yes',b'repairs',b'skilled',18.0,b'good'
b'none',2.0,b'0<=X<200',25.0,b'own',1.0,2.0,b'yes',b'real estate',b'critical/other existing credit',b'guarantor',4933.0,b'male single',b'<100',2.0,b'4<=X<7',b'none',b'radio/tv',b'skilled',39.0,b'bad'
b'none',4.0,b'no checking',60.0,b'own',1.0,4.0,b'yes',b'real estate',b'critical/other existing credit',b'none',1940.0,b'male single',b'>=1000',1.0,b'>=7',b'yes',b'new car',b'skilled',24.0,b'good'
b'none',2.0,b'0<=X<200',31.0,b'own',1.0,2.0,b'yes',b'real estate',b'no credits/all paid',b'none',1410.0,b'male single',b'<100',1.0,b'1<=X<4',b'yes',b'retraining',b'unskilled resident',12.0,b'good'
b'bank',4.0,b'0<=X<200',23.0,b'own',1.0,2.0,b'yes',b'life insurance',b'existing paid',b'none',836.0,b'female div/dep/mar',b'100<=X<500',1.0,b'<1',b'none',b'new car',b'unskilled resident',12.0,b'bad'
b'none',1.0,b'0<=X<200',60.0,b'own',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',6468.0,b'male div/sep',b'no known savings',1.0,b'unemployed',b'yes',b'used car',b'high qualif/self emp/mgmt',20.0,b'good'
b'none',4.0,b'0<=X<200',35.0,b'own',1.0,2.0,b'yes',b'life insurance',b'existing paid',b'none',1941.0,b'male single',b'>=1000',1.0,b'1<=X<4',b'yes',b'business',b'unskilled resident',18.0,b'good'
b'none',3.0,b'no checking',40.0,b'own',1.0,4.0,b'yes',b'car',b'existing paid',b'none',2675.0,b'male single',b'500<=X<1000',1.0,b'>=7',b'none',b'radio/tv',b'skilled',22.0,b'good'
b'none',4.0,b'no checking',38.0,b'own',2.0,3.0,b'yes',b'car',b'critical/other existing credit',b'none',2751.0,b'male single',b'no known savings',2.0,b'>=7',b'yes',b'used car',b'skilled',48.0,b'good'
b'none',4.0,b'0<=X<200',50.0,b'for free',1.0,4.0,b'yes',b'no known property',b'delayed previously',b'none',6224.0,b'male single',b'<100',1.0,b'>=7',b'none',b'education',b'skilled',48.0,b'bad'
b'bank',4.0,b'<0',27.0,b'own',1.0,3.0,b'yes',b'no known property',b'critical/other existing credit',b'none',5998.0,b'male single',b'<100',1.0,b'1<=X<4',b'yes',b'education',b'skilled',40.0,b'bad'
b'none',2.0,b'0<=X<200',39.0,b'own',2.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',1188.0,b'female div/dep/mar',b'<100',1.0,b'>=7',b'none',b'business',b'skilled',21.0,b'bad'
b'none',3.0,b'no checking',41.0,b'own',2.0,4.0,b'yes',b'car',b'existing paid',b'none',6313.0,b'male single',b'no known savings',1.0,b'>=7',b'yes',b'used car',b'high qualif/self emp/mgmt',24.0,b'good'
b'none',1.0,b'no checking',27.0,b'own',1.0,2.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',1221.0,b'male mar/wid',b'no known savings',2.0,b'1<=X<4',b'none',b'furniture/equipment',b'skilled',6.0,b'good'
b'none',3.0,b'>=200',51.0,b'for free',1.0,4.0,b'yes',b'no known property',b'existing paid',b'none',2892.0,b'male div/sep',b'<100',1.0,b'>=7',b'none',b'furniture/equipment',b'skilled',24.0,b'good'
b'none',4.0,b'no checking',32.0,b'rent',1.0,3.0,b'yes',b'no known property',b'existing paid',b'none',3062.0,b'male single',b'500<=X<1000',1.0,b'>=7',b'yes',b'furniture/equipment',b'skilled',24.0,b'good'
b'none',2.0,b'no checking',22.0,b'rent',1.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',2301.0,b'female div/dep/mar',b'100<=X<500',1.0,b'<1',b'none',b'furniture/equipment',b'skilled',9.0,b'good'
b'none',1.0,b'<0',51.0,b'for free',2.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',7511.0,b'male single',b'no known savings',1.0,b'>=7',b'yes',b'used car',b'skilled',18.0,b'bad'
b'none',2.0,b'no checking',22.0,b'rent',1.0,4.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',1258.0,b'female div/dep/mar',b'<100',2.0,b'<1',b'none',b'furniture/equipment',b'unskilled resident',12.0,b'good'
b'none',4.0,b'no checking',54.0,b'own',1.0,4.0,b'yes',b'car',b'delayed previously',b'none',717.0,b'male mar/wid',b'no known savings',2.0,b'>=7',b'yes',b'new car',b'skilled',24.0,b'good'
b'none',4.0,b'0<=X<200',35.0,b'own',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',1549.0,b'male single',b'no known savings',1.0,b'<1',b'none',b'new car',b'unemp/unskilled non res',9.0,b'good'
b'none',4.0,b'no checking',54.0,b'for free',2.0,4.0,b'yes',b'no known property',b'critical/other existing credit',b'none',1597.0,b'male single',b'<100',2.0,b'>=7',b'none',b'education',b'skilled',24.0,b'good'
b'bank',3.0,b'0<=X<200',48.0,b'rent',1.0,4.0,b'yes',b'real estate',b'critical/other existing credit',b'guarantor',1795.0,b'female div/dep/mar',b'<100',2.0,b'>=7',b'yes',b'radio/tv',b'unskilled resident',18.0,b'good'
b'none',1.0,b'<0',24.0,b'own',1.0,4.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',4272.0,b'female div/dep/mar',b'<100',2.0,b'>=7',b'none',b'furniture/equipment',b'skilled',20.0,b'good'
b'none',4.0,b'no checking',35.0,b'own',1.0,4.0,b'yes',b'car',b'critical/other existing credit',b'none',976.0,b'male single',b'no known savings',2.0,b'>=7',b'none',b'radio/tv',b'skilled',12.0,b'good'
b'none',1.0,b'0<=X<200',24.0,b'rent',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',7472.0,b'female div/dep/mar',b'no known savings',1.0,b'unemployed',b'none',b'new car',b'unemp/unskilled non res',12.0,b'good'
b'none',2.0,b'<0',24.0,b'own',1.0,1.0,b'yes',b'car',b'existing paid',b'none',9271.0,b'male single',b'<100',1.0,b'4<=X<7',b'yes',b'new car',b'skilled',36.0,b'bad'
b'none',3.0,b'0<=X<200',26.0,b'own',1.0,3.0,b'no',b'real estate',b'existing paid',b'none',590.0,b'male mar/wid',b'<100',1.0,b'<1',b'none',b'radio/tv',b'unskilled resident',6.0,b'good'
b'none',4.0,b'no checking',65.0,b'own',1.0,4.0,b'yes',b'real estate',b'critical/other existing credit',b'none',930.0,b'male single',b'no known savings',4.0,b'>=7',b'none',b'radio/tv',b'skilled',12.0,b'good'
b'bank',1.0,b'0<=X<200',55.0,b'for free',1.0,2.0,b'yes',b'no known property',b'all paid',b'none',9283.0,b'male single',b'<100',1.0,b'unemployed',b'yes',b'used car',b'high qualif/self emp/mgmt',42.0,b'good'
b'none',2.0,b'0<=X<200',26.0,b'rent',1.0,1.0,b'yes',b'real estate',b'no credits/all paid',b'none',1778.0,b'female div/dep/mar',b'<100',2.0,b'<1',b'none',b'new car',b'unemp/unskilled non res',15.0,b'bad'
b'none',3.0,b'0<=X<200',26.0,b'own',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',907.0,b'male mar/wid',b'<100',1.0,b'<1',b'yes',b'business',b'skilled',8.0,b'good'
b'bank',3.0,b'0<=X<200',28.0,b'own',1.0,3.0,b'yes',b'real estate',b'existing paid',b'guarantor',484.0,b'male mar/wid',b'<100',1.0,b'4<=X<7',b'none',b'radio/tv',b'unskilled resident',6.0,b'good'
b'none',4.0,b'<0',24.0,b'own',1.0,4.0,b'yes',b'car',b'critical/other existing credit',b'none',9629.0,b'male single',b'<100',2.0,b'4<=X<7',b'yes',b'used car',b'skilled',36.0,b'bad'
b'none',3.0,b'<0',54.0,b'own',1.0,4.0,b'yes',b'car',b'existing paid',b'none',3051.0,b'male single',b'<100',1.0,b'1<=X<4',b'none',b'domestic appliance',b'skilled',48.0,b'bad'
b'none',4.0,b'<0',46.0,b'for free',2.0,4.0,b'yes',b'no known property',b'existing paid',b'none',3931.0,b'male single',b'<100',1.0,b'4<=X<7',b'none',b'new car',b'skilled',48.0,b'bad'
b'none',2.0,b'0<=X<200',54.0,b'rent',1.0,2.0,b'yes',b'life insurance',b'delayed previously',b'none',7432.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'none',b'new car',b'skilled',36.0,b'good'
b'none',1.0,b'no checking',62.0,b'own',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',1338.0,b'male div/sep',b'500<=X<1000',1.0,b'1<=X<4',b'none',b'domestic appliance',b'skilled',6.0,b'good'
b'none',1.0,b'no checking',24.0,b'rent',1.0,2.0,b'yes',b'car',b'critical/other existing credit',b'none',1554.0,b'female div/dep/mar',b'<100',2.0,b'4<=X<7',b'yes',b'radio/tv',b'skilled',6.0,b'good'
b'none',2.0,b'<0',43.0,b'own',1.0,3.0,b'yes',b'car',b'existing paid',b'co applicant',15857.0,b'male div/sep',b'<100',1.0,b'unemployed',b'none',b'other',b'high qualif/self emp/mgmt',36.0,b'good'
b'bank',4.0,b'<0',26.0,b'own',1.0,3.0,b'yes',b'real estate',b'existing paid',b'none',1345.0,b'male mar/wid',b'<100',1.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',18.0,b'bad'
b'none',3.0,b'no checking',27.0,b'own',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',1101.0,b'male mar/wid',b'<100',2.0,b'1<=X<4',b'yes',b'new car',b'skilled',12.0,b'good'
b'none',3.0,b'>=200',24.0,b'own',1.0,1.0,b'yes',b'car',b'existing paid',b'none',3016.0,b'male mar/wid',b'<100',1.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',12.0,b'good'
b'bank',2.0,b'<0',41.0,b'own',2.0,2.0,b'yes',b'life insurance',b'existing paid',b'none',2712.0,b'male single',b'<100',1.0,b'>=7',b'none',b'furniture/equipment',b'skilled',36.0,b'bad'
b'none',4.0,b'<0',47.0,b'own',1.0,4.0,b'yes',b'real estate',b'critical/other existing credit',b'none',731.0,b'male single',b'<100',2.0,b'>=7',b'none',b'new car',b'unskilled resident',8.0,b'good'
b'none',3.0,b'no checking',35.0,b'own',1.0,2.0,b'yes',b'car',b'critical/other existing credit',b'none',3780.0,b'male div/sep',b'<100',2.0,b'<1',b'yes',b'furniture/equipment',b'high qualif/self emp/mgmt',18.0,b'good'
b'none',4.0,b'<0',30.0,b'own',1.0,3.0,b'yes',b'car',b'critical/other existing credit',b'none',1602.0,b'male mar/wid',b'<100',2.0,b'>=7',b'yes',b'new car',b'skilled',21.0,b'good'
b'bank',1.0,b'<0',33.0,b'rent',1.0,4.0,b'yes',b'real estate',b'critical/other existing credit',b'none',3966.0,b'female div/dep/mar',b'<100',3.0,b'>=7',b'yes',b'new car',b'skilled',18.0,b'bad'
b'stores',2.0,b'no checking',36.0,b'own',2.0,2.0,b'yes',b'car',b'no credits/all paid',b'none',4165.0,b'male single',b'<100',2.0,b'1<=X<4',b'none',b'business',b'skilled',18.0,b'bad'
b'none',3.0,b'<0',47.0,b'for free',1.0,4.0,b'yes',b'no known property',b'existing paid',b'none',8335.0,b'male single',b'no known savings',1.0,b'>=7',b'none',b'used car',b'skilled',36.0,b'bad'
b'none',4.0,b'0<=X<200',38.0,b'for free',2.0,4.0,b'yes',b'no known property',b'delayed previously',b'none',6681.0,b'male single',b'no known savings',1.0,b'1<=X<4',b'yes',b'business',b'skilled',48.0,b'good'
b'none',4.0,b'no checking',44.0,b'own',2.0,2.0,b'yes',b'car',b'delayed previously',b'none',2375.0,b'male single',b'500<=X<1000',2.0,b'1<=X<4',b'yes',b'business',b'skilled',24.0,b'good'
b'none',4.0,b'<0',23.0,b'rent',1.0,3.0,b'yes',b'car',b'existing paid',b'none',1216.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'yes',b'new car',b'skilled',18.0,b'bad'
b'none',2.0,b'<0',29.0,b'rent',1.0,4.0,b'yes',b'car',b'no credits/all paid',b'none',11816.0,b'male single',b'<100',2.0,b'>=7',b'none',b'business',b'skilled',45.0,b'bad'
b'none',2.0,b'0<=X<200',42.0,b'own',1.0,4.0,b'yes',b'car',b'existing paid',b'none',5084.0,b'female div/dep/mar',b'no known savings',1.0,b'>=7',b'yes',b'radio/tv',b'skilled',24.0,b'good'
b'none',2.0,b'>=200',25.0,b'own',1.0,3.0,b'yes',b'real estate',b'existing paid',b'none',2327.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'none',b'radio/tv',b'unskilled resident',15.0,b'bad'
b'bank',4.0,b'<0',48.0,b'own',1.0,4.0,b'yes',b'car',b'no credits/all paid',b'none',1082.0,b'male single',b'<100',2.0,b'1<=X<4',b'none',b'new car',b'skilled',12.0,b'bad'
b'none',4.0,b'no checking',21.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',886.0,b'female div/dep/mar',b'no known savings',1.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',12.0,b'good'
b'none',1.0,b'no checking',23.0,b'rent',2.0,3.0,b'yes',b'real estate',b'existing paid',b'none',601.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'none',b'furniture/equipment',b'unskilled resident',4.0,b'good'
b'none',4.0,b'<0',63.0,b'own',1.0,4.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',2957.0,b'male single',b'<100',2.0,b'>=7',b'yes',b'used car',b'skilled',24.0,b'good'
b'none',4.0,b'no checking',46.0,b'own',1.0,3.0,b'yes',b'real estate',b'critical/other existing credit',b'co applicant',2611.0,b'male mar/wid',b'<100',2.0,b'>=7',b'none',b'radio/tv',b'skilled',24.0,b'good'
b'none',4.0,b'<0',29.0,b'own',1.0,2.0,b'yes',b'life insurance',b'existing paid',b'none',5179.0,b'male single',b'<100',1.0,b'4<=X<7',b'none',b'furniture/equipment',b'skilled',36.0,b'bad'
b'stores',3.0,b'no checking',28.0,b'own',1.0,2.0,b'yes',b'real estate',b'delayed previously',b'none',2993.0,b'male single',b'<100',2.0,b'1<=X<4',b'none',b'used car',b'unskilled resident',21.0,b'good'
b'none',4.0,b'no checking',23.0,b'own',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',1943.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'none',b'repairs',b'skilled',18.0,b'bad'
b'bank',4.0,b'no checking',50.0,b'own',1.0,4.0,b'yes',b'car',b'all paid',b'none',1559.0,b'male single',b'<100',1.0,b'4<=X<7',b'yes',b'business',b'skilled',24.0,b'good'
b'bank',4.0,b'no checking',47.0,b'own',2.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',3422.0,b'male single',b'<100',3.0,b'>=7',b'yes',b'furniture/equipment',b'skilled',18.0,b'good'
b'none',2.0,b'0<=X<200',35.0,b'own',1.0,3.0,b'yes',b'car',b'existing paid',b'none',3976.0,b'male single',b'no known savings',1.0,b'4<=X<7',b'yes',b'furniture/equipment',b'skilled',21.0,b'good'
b'none',2.0,b'no checking',68.0,b'rent',1.0,4.0,b'yes',b'car',b'existing paid',b'none',6761.0,b'male single',b'no known savings',2.0,b'1<=X<4',b'none',b'new car',b'skilled',18.0,b'bad'
b'none',4.0,b'no checking',28.0,b'own',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',1249.0,b'male mar/wid',b'<100',1.0,b'<1',b'none',b'new car',b'skilled',24.0,b'good'
b'none',3.0,b'<0',59.0,b'own',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',1364.0,b'male single',b'<100',1.0,b'4<=X<7',b'none',b'radio/tv',b'skilled',9.0,b'good'
b'stores',4.0,b'<0',57.0,b'own',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',709.0,b'male single',b'<100',1.0,b'>=7',b'none',b'radio/tv',b'unskilled resident',12.0,b'bad'
b'bank',4.0,b'<0',33.0,b'rent',1.0,2.0,b'no',b'life insurance',b'critical/other existing credit',b'guarantor',2235.0,b'male mar/wid',b'<100',2.0,b'1<=X<4',b'none',b'new car',b'skilled',20.0,b'bad'
b'none',3.0,b'no checking',43.0,b'own',1.0,4.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',4042.0,b'male single',b'no known savings',2.0,b'4<=X<7',b'yes',b'used car',b'skilled',24.0,b'good'
b'none',4.0,b'no checking',35.0,b'for free',1.0,4.0,b'yes',b'no known property',b'critical/other existing credit',b'none',1471.0,b'male single',b'<100',2.0,b'1<=X<4',b'yes',b'radio/tv',b'skilled',15.0,b'good'
b'none',4.0,b'<0',32.0,b'for free',2.0,4.0,b'yes',b'no known property',b'all paid',b'none',1442.0,b'male single',b'<100',2.0,b'4<=X<7',b'none',b'new car',b'unskilled resident',18.0,b'bad'
b'none',2.0,b'no checking',45.0,b'own',2.0,2.0,b'yes',b'car',b'delayed previously',b'none',10875.0,b'male single',b'<100',2.0,b'>=7',b'yes',b'new car',b'skilled',36.0,b'good'
b'none',4.0,b'no checking',33.0,b'own',1.0,3.0,b'yes',b'real estate',b'existing paid',b'none',1474.0,b'male mar/wid',b'100<=X<500',1.0,b'<1',b'yes',b'new car',b'skilled',24.0,b'good'
b'none',4.0,b'no checking',40.0,b'own',1.0,3.0,b'yes',b'life insurance',b'existing paid',b'none',894.0,b'female div/dep/mar',b'no known savings',1.0,b'4<=X<7',b'yes',b'retraining',b'skilled',10.0,b'good'
b'none',4.0,b'no checking',28.0,b'for free',1.0,2.0,b'yes',b'no known property',b'critical/other existing credit',b'none',3343.0,b'male single',b'<100',1.0,b'1<=X<4',b'yes',b'furniture/equipment',b'skilled',15.0,b'good'
b'none',3.0,b'<0',29.0,b'own',1.0,2.0,b'yes',b'life insurance',b'existing paid',b'none',3959.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'yes',b'new car',b'skilled',15.0,b'bad'
b'none',1.0,b'no checking',26.0,b'rent',2.0,2.0,b'no',b'real estate',b'existing paid',b'guarantor',3577.0,b'male single',b'100<=X<500',1.0,b'1<=X<4',b'none',b'new car',b'skilled',9.0,b'good'
b'none',4.0,b'no checking',27.0,b'own',1.0,2.0,b'yes',b'real estate',b'critical/other existing credit',b'none',5804.0,b'male single',b'>=1000',2.0,b'1<=X<4',b'none',b'used car',b'skilled',24.0,b'good'
b'none',4.0,b'no checking',28.0,b'own',1.0,2.0,b'yes',b'car',b'delayed previously',b'none',2169.0,b'male mar/wid',b'<100',1.0,b'1<=X<4',b'yes',b'business',b'skilled',18.0,b'bad'
b'none',4.0,b'<0',35.0,b'own',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',2439.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'yes',b'radio/tv',b'skilled',24.0,b'bad'
b'stores',4.0,b'no checking',32.0,b'own',2.0,2.0,b'yes',b'real estate',b'critical/other existing credit',b'none',4526.0,b'male single',b'>=1000',2.0,b'<1',b'yes',b'furniture/equipment',b'unskilled resident',27.0,b'good'
b'bank',2.0,b'no checking',25.0,b'rent',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',2210.0,b'male single',b'<100',1.0,b'1<=X<4',b'none',b'furniture/equipment',b'unskilled resident',10.0,b'bad'
b'none',2.0,b'no checking',20.0,b'rent',1.0,4.0,b'yes',b'car',b'existing paid',b'none',2221.0,b'female div/dep/mar',b'500<=X<1000',1.0,b'1<=X<4',b'none',b'furniture/equipment',b'skilled',15.0,b'good'
b'stores',4.0,b'<0',27.0,b'own',1.0,1.0,b'yes',b'car',b'existing paid',b'none',2389.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'none',b'radio/tv',b'skilled',18.0,b'good'
b'stores',2.0,b'no checking',42.0,b'own',1.0,4.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',3331.0,b'male single',b'<100',1.0,b'>=7',b'none',b'furniture/equipment',b'skilled',12.0,b'good'
b'none',3.0,b'no checking',37.0,b'own',1.0,2.0,b'yes',b'life insurance',b'existing paid',b'none',7409.0,b'male single',b'no known savings',2.0,b'>=7',b'none',b'business',b'skilled',36.0,b'good'
b'none',4.0,b'<0',24.0,b'rent',1.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',652.0,b'female div/dep/mar',b'<100',1.0,b'>=7',b'none',b'furniture/equipment',b'skilled',12.0,b'good'
b'none',2.0,b'no checking',40.0,b'own',1.0,4.0,b'yes',b'car',b'delayed previously',b'none',7678.0,b'female div/dep/mar',b'500<=X<1000',2.0,b'4<=X<7',b'yes',b'furniture/equipment',b'skilled',36.0,b'good'
b'none',1.0,b'>=200',46.0,b'own',2.0,4.0,b'no',b'real estate',b'critical/other existing credit',b'none',1343.0,b'male single',b'<100',2.0,b'>=7',b'none',b'new car',b'skilled',6.0,b'good'
b'none',4.0,b'<0',26.0,b'own',1.0,1.0,b'yes',b'real estate',b'critical/other existing credit',b'none',1382.0,b'male single',b'100<=X<500',2.0,b'4<=X<7',b'yes',b'business',b'skilled',24.0,b'good'
b'none',4.0,b'no checking',24.0,b'own',1.0,1.0,b'yes',b'real estate',b'existing paid',b'none',874.0,b'female div/dep/mar',b'no known savings',1.0,b'<1',b'none',b'domestic appliance',b'skilled',15.0,b'good'
b'none',2.0,b'<0',29.0,b'own',2.0,2.0,b'yes',b'life insurance',b'existing paid',b'co applicant',3590.0,b'male single',b'<100',1.0,b'1<=X<4',b'none',b'furniture/equipment',b'unskilled resident',12.0,b'good'
b'none',4.0,b'0<=X<200',40.0,b'own',1.0,4.0,b'yes',b'car',b'critical/other existing credit',b'none',1322.0,b'female div/dep/mar',b'>=1000',2.0,b'1<=X<4',b'none',b'new car',b'skilled',11.0,b'good'
b'bank',3.0,b'<0',36.0,b'for free',1.0,4.0,b'yes',b'no known property',b'all paid',b'co applicant',1940.0,b'male single',b'<100',1.0,b'<1',b'yes',b'radio/tv',b'high qualif/self emp/mgmt',18.0,b'good'
b'none',4.0,b'no checking',28.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',3595.0,b'male single',b'<100',1.0,b'>=7',b'none',b'radio/tv',b'skilled',36.0,b'good'
b'none',3.0,b'<0',27.0,b'for free',1.0,2.0,b'yes',b'no known property',b'existing paid',b'none',1422.0,b'male single',b'<100',1.0,b'<1',b'yes',b'new car',b'high qualif/self emp/mgmt',9.0,b'bad'
b'none',2.0,b'no checking',36.0,b'own',1.0,3.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',6742.0,b'male single',b'no known savings',2.0,b'4<=X<7',b'none',b'radio/tv',b'skilled',30.0,b'good'
b'none',3.0,b'no checking',38.0,b'own',1.0,3.0,b'yes',b'car',b'existing paid',b'none',7814.0,b'male single',b'<100',1.0,b'4<=X<7',b'yes',b'used car',b'high qualif/self emp/mgmt',24.0,b'good'
b'none',2.0,b'no checking',48.0,b'for free',1.0,4.0,b'yes',b'no known property',b'existing paid',b'none',9277.0,b'male div/sep',b'no known savings',1.0,b'1<=X<4',b'yes',b'used car',b'skilled',24.0,b'good'
b'none',4.0,b'0<=X<200',36.0,b'own',1.0,4.0,b'yes',b'real estate',b'critical/other existing credit',b'none',2181.0,b'male single',b'no known savings',2.0,b'>=7',b'none',b'new car',b'skilled',30.0,b'good'
b'none',4.0,b'no checking',65.0,b'own',1.0,4.0,b'yes',b'car',b'critical/other existing credit',b'none',1098.0,b'female div/dep/mar',b'<100',2.0,b'unemployed',b'none',b'radio/tv',b'unemp/unskilled non res',18.0,b'good'
b'none',3.0,b'0<=X<200',43.0,b'own',1.0,3.0,b'yes',b'car',b'existing paid',b'none',4057.0,b'male div/sep',b'<100',1.0,b'4<=X<7',b'yes',b'furniture/equipment',b'skilled',24.0,b'bad'
b'none',4.0,b'<0',53.0,b'own',1.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',795.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'none',b'education',b'skilled',12.0,b'bad'
b'none',4.0,b'0<=X<200',34.0,b'own',2.0,3.0,b'yes',b'no known property',b'critical/other existing credit',b'none',2825.0,b'male single',b'no known savings',2.0,b'4<=X<7',b'yes',b'business',b'skilled',24.0,b'good'
